repository,version,path,name,measure
gson,gson-parent-2.8.6,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,124
gson,gson-parent-2.8.6,../gson/gson/src/test/java/com/google/gson/functional/PrimitiveTest.java,PrimitiveTest,99
gson,gson-parent-2.8.6,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,TypeAdapters,76
gson,gson-parent-2.8.7,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,124
gson,gson-parent-2.8.7,../gson/gson/src/test/java/com/google/gson/functional/PrimitiveTest.java,PrimitiveTest,99
gson,gson-parent-2.8.7,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,TypeAdapters,76
gson,gson-parent-2.8.8,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,124
gson,gson-parent-2.8.8,../gson/gson/src/test/java/com/google/gson/functional/PrimitiveTest.java,PrimitiveTest,99
gson,gson-parent-2.8.8,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,TypeAdapters,76
gson,gson-parent-2.8.9,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,124
gson,gson-parent-2.8.9,../gson/gson/src/test/java/com/google/gson/functional/PrimitiveTest.java,PrimitiveTest,99
gson,gson-parent-2.8.9,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,TypeAdapters,71
gson,gson-parent-2.9.0,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,126
gson,gson-parent-2.9.0,../gson/gson/src/test/java/com/google/gson/functional/PrimitiveTest.java,PrimitiveTest,104
gson,gson-parent-2.9.0,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,TypeAdapters,73
gson,gson-parent-2.9.1,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,126
gson,gson-parent-2.9.1,../gson/gson/src/test/java/com/google/gson/functional/PrimitiveTest.java,PrimitiveTest,104
gson,gson-parent-2.9.1,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,TypeAdapters,73
